"V1","V2","V3","V4","V5","probFin","probFin2","probFin3"
"S_507_765",0.336686041132512,0.85394116873006,4,"Albany NY v. SF Austin",0.226080158005518,0.226080158005518,0.226080158005518
"S_507_779",0.470537642655771,0.894435806287477,6,"Albany NY v. St Joseph's PA",0.315981223284518,0.315981223284518,0.315981223284518
"S_507_780",0.403942884637995,0.83134881493116,11,"Albany NY v. St Louis",0.123077766131111,0.123077766131111,0.123077766131111
"S_507_783",0.464401387813692,0.977625126425894,6,"Albany NY v. Stanford",0.318163900456281,0.318163900456281,0.318163900456281
"S_507_786",0.392464664521748,0.918415053353015,13,"Albany NY v. Syracuse",0.0723061698570495,0.001,0.0723061698570495
"S_507_790",0.389377464498213,0.9070127315709,5,"Albany NY v. Tennessee",0.260078737655303,0.260078737655303,0.260078737655303
"S_507_793",0.476647212666104,0.925912604456792,9,"Albany NY v. Texas",0.253238473111784,0.253238473111784,0.253238473111784
"S_507_802",0.450924582926974,0.977882683351504,3,"Albany NY v. Tulsa",0.376712851262124,0.376712851262124,0.35
"S_507_804",0.505414194322483,0.884891933015109,0,"Albany NY v. TX Southern",0.516925001020972,0.516925001020972,0.5
"S_507_810",0.382029427142036,0.881211202331496,12,"Albany NY v. UCLA",0.0821505473751855,0.001,0.0821505473751855
"S_507_811",0.48730106975359,0.948424339570568,2,"Albany NY v. ULL",0.434143503710647,0.434143503710647,0.35
"S_507_825",0.382287491428185,0.891535477015372,11,"Albany NY v. VA Commonwealth",0.107441039129722,0.107441039129722,0.107441039129722
"S_507_829",0.359808212795452,0.957465412531945,14,"Albany NY v. Villanova",0.0195547540486467,0.001,0.0195547540486467
"S_507_830",0.346954013150608,0.895035158948813,15,"Albany NY v. Virginia",0,0.001,0
"S_507_836",0.475418239438562,1.01127210492827,2,"Albany NY v. W Michigan",0.428545449931388,0.428545449931388,0.35
"S_507_842",0.479919902847601,0.827430208795903,0,"Albany NY v. Weber St",0.462662923727192,0.462662923727192,0.35
"S_507_845",0.541832204672296,0.865196142766,1,"Albany NY v. WI Milwaukee",0.531312590395696,0.531312590395696,0.5
"S_507_846",0.289942394392914,0.803691793088255,15,"Albany NY v. Wichita St",0,0.001,0
"S_507_849",0.398827907860948,0.912872848725198,14,"Albany NY v. Wisconsin",0.0541151927334678,0.001,0.0541151927334678
"S_507_850",0.498276514040285,0.815988516114455,1,"Albany NY v. Wofford",0.45587536565173,0.45587536565173,0.35
"S_507_853",0.47232142216338,0.922257440605114,4,"Albany NY v. Xavier",0.368547166223891,0.368547166223891,0.35
"S_509_511",0.347947881576547,0.883224594966728,14,"American Univ v. Arizona",0.00027034107321967,0.001,0.00027034107321967
"S_509_512",0.501134033527253,0.938994320820773,5,"American Univ v. Arizona St",0.37503346560933,0.37503346560933,0.35
"S_509_521",0.510893464621743,0.854011900774984,9,"American Univ v. Baylor",0.280294654699242,0.280294654699242,0.280294654699242
"S_509_536",0.50427935375812,1.02674770224295,5,"American Univ v. BYU",0.386954123982416,0.386954123982416,0.35
"S_509_538",0.638699360341152,0.834250847495532,-1,"American Univ v. Cal Poly SLO",0.679274275591599,0.679274275591599,0.679274275591599
"S_509_549",0.419712076779525,0.93887108153015,10,"American Univ v. Cincinnati",0.17359918493254,0.17359918493254,0.17359918493254
"S_509_553",0.567424657699888,0.85229818302654,-1,"American Univ v. Coastal Car",0.606194839397235,0.606194839397235,0.5
"S_509_556",0.545798405234103,0.94147154018271,7,"American Univ v. Colorado",0.371945559252374,0.371945559252374,0.35
"S_509_559",0.456191199795204,0.941090113677709,8,"American Univ v. Connecticut",0.258300211162975,0.258300211162975,0.258300211162975
"S_509_562",0.418251013212956,0.915672348174285,12,"American Univ v. Creighton",0.121818248030385,0.121818248030385,0.121818248030385
"S_509_569",0.50506198510808,0.915181743680338,4,"American Univ v. Dayton",0.400580159476114,0.400580159476114,0.35
"S_509_570",0.530521394506756,0.851987964037598,2,"American Univ v. Delaware",0.467720190910516,0.467720190910516,0.35
"S_509_577",0.425111733076548,0.949165355972198,12,"American Univ v. Duke",0.132028268673768,0.132028268673768,0.132028268673768
"S_509_580",0.513788616614421,0.842115735793433,0,"American Univ v. E Kentucky",0.529577043035078,0.529577043035078,0.5
"S_509_592",0.380623824622515,0.830735568617437,14,"American Univ v. Florida",0.0276973814842585,0.001,0.0276973814842585
"S_509_599",0.49354016499027,0.916941061409598,6,"American Univ v. G Washington",0.34123427113123,0.34123427113123,0.34123427113123
"S_509_607",0.422952377018711,0.898186218315409,7,"American Univ v. Gonzaga",0.244770998850252,0.244770998850252,0.244770998850252
"S_509_612",0.40156325767197,0.975403290515305,3,"American Univ v. Harvard",0.3271035867235,0.3271035867235,0.3271035867235
"S_509_628",0.427340800465792,0.976210203737122,4,"American Univ v. Iowa",0.328961820839504,0.328961820839504,0.328961820839504
"S_509_629",0.471811516746644,0.929762249806357,12,"American Univ v. Iowa St",0.176787741727279,0.176787741727279,0.176787741727279
"S_509_636",0.463989110669652,0.892998346218315,13,"American Univ v. Kansas",0.141288945291483,0.141288945291483,0.141288945291483
"S_509_637",0.528045881879582,0.932821334863817,6,"American Univ v. Kansas St",0.377328015365964,0.377328015365964,0.35
"S_509_640",0.455627798067225,0.905367274645081,7,"American Univ v. Kentucky",0.278164525531734,0.278164525531734,0.278164525531734
"S_509_651",0.265067226110128,0.954497019638989,11,"American Univ v. Louisville",0,0.001,0
"S_509_658",0.486485826001955,0.841963349692751,2,"American Univ v. Manhattan",0.422682160971231,0.422682160971231,0.35
"S_509_663",0.514028712407455,0.942246738848424,9,"American Univ v. Massachusetts",0.292253386292298,0.292253386292298,0.292253386292298
"S_509_666",0.495824316580713,0.937086055325747,7,"American Univ v. Memphis",0.321532922113287,0.321532922113287,0.321532922113287
"S_509_667",0.4506608642074,1.01433601980668,1,"American Univ v. Mercer",0.428094466188069,0.428094466188069,0.35
"S_509_670",0.456413250908293,0.902079493129087,13,"American Univ v. Michigan",0.134621200221202,0.134621200221202,0.134621200221202
"S_509_671",0.434054785850693,0.969349853457701,11,"American Univ v. Michigan St",0.166989771196463,0.166989771196463,0.166989771196463
"S_509_686",0.615201946939774,0.93042693707776,-1,"American Univ v. Mt St Mary's",0.646159253231998,0.646159253231998,0.5
"S_509_689",0.484068385834126,0.899085819395452,3,"American Univ v. N Dakota St",0.401976967773672,0.401976967773672,0.35
"S_509_694",0.382436672908515,0.866244216966176,1,"American Univ v. NC Central",0.345061094605133,0.345061094605133,0.345061094605133
"S_509_695",0.570228712807262,0.896109446062267,3,"American Univ v. NC State",0.487839657413488,0.487839657413488,0.35
"S_509_698",0.555962193297903,0.937860289091371,4,"American Univ v. Nebraska",0.45374822220704,0.45374822220704,0.35
"S_509_701",0.468789083945955,0.95908496211958,8,"American Univ v. New Mexico",0.272697580157913,0.272697580157913,0.272697580157913
"S_509_702",0.458836520379848,0.914482973939781,2,"American Univ v. New Mexico St",0.402284817773826,0.402284817773826,0.35
"S_509_708",0.486834038826449,0.940059262643099,9,"American Univ v. North Carolina",0.264839965090759,0.264839965090759,0.264839965090759
"S_509_720",0.429217562980581,0.917752779664001,9,"American Univ v. Ohio St",0.204992840946981,0.204992840946981,0.204992840946981
"S_509_721",0.507235192834393,0.915138347013925,10,"American Univ v. Oklahoma",0.258749027535786,0.258749027535786,0.258749027535786
"S_509_722",0.43388983210715,0.988449690625788,6,"American Univ v. Oklahoma St",0.288734801169729,0.288734801169729,0.288734801169729
"S_509_725",0.485899480859158,1.02132374509424,8,"American Univ v. Oregon",0.296031855368582,0.296031855368582,0.296031855368582
"S_509_731",0.434307161696085,0.954783435255349,6,"American Univ v. Pittsburgh",0.285785505221619,0.285785505221619,0.285785505221619
"S_509_737",0.535846423624288,0.935442821842443,4,"American Univ v. Providence",0.433390705808533,0.433390705808533,0.35
"S_509_754",0.416377854794277,0.870737331303066,11,"American Univ v. San Diego St",0.139451587924584,0.139451587924584,0.139451587924584
"S_509_765",0.396797405827683,0.851085737599448,3,"American Univ v. SF Austin",0.309905979587628,0.309905979587628,0.309905979587628
"S_509_779",0.524309483921501,0.891580375156865,5,"American Univ v. St Joseph's PA",0.393467521437187,0.393467521437187,0.35
"S_509_780",0.460578918690576,0.828493383800549,10,"American Univ v. St Louis",0.203428257070631,0.203428257070631,0.203428257070631
"S_509_783",0.518240120795153,0.974769695295282,5,"American Univ v. Stanford",0.395717090324681,0.395717090324681,0.35
"S_509_786",0.449693807141625,0.915559622222403,12,"American Univ v. Syracuse",0.153249769363865,0.153249769363865,0.153249769363865
"S_509_790",0.44676613052541,0.904157300440288,4,"American Univ v. Tennessee",0.341181860569439,0.341181860569439,0.341181860569439
"S_509_793",0.53042476555431,0.923057173326181,8,"American Univ v. Texas",0.330730482886928,0.330730482886928,0.330730482886928
"S_509_802",0.505159437354804,0.975027252220892,2,"American Univ v. Tulsa",0.454662162576893,0.454662162576893,0.35
"S_509_804",0.560197259213627,0.882036501884497,-1,"American Univ v. TX Southern",0.595993609025177,0.595993609025177,0.5
"S_509_810",0.439797784782098,0.878355771200884,11,"American Univ v. UCLA",0.163633361902187,0.163633361902187,0.163633361902187
"S_509_811",0.541265103056148,0.945568908439956,1,"American Univ v. ULL",0.522708212212152,0.522708212212152,0.5
"S_509_825",0.440042514236063,0.888680045884761,10,"American Univ v. VA Commonwealth",0.188910518824539,0.188910518824539,0.188910518824539
"S_509_829",0.41872479659525,0.954609981401333,13,"American Univ v. Villanova",0.102185794735383,0.102185794735383,0.102185794735383
"S_509_830",0.406534805848464,0.892179727818202,14,"American Univ v. Virginia",0.0597527786302843,0.001,0.0597527786302843
"S_509_836",0.529188783714101,1.00841667379766,1,"American Univ v. W Michigan",0.504347116334335,0.504347116334335,0.5
"S_509_842",0.533730644202874,0.824574777665292,-1,"American Univ v. Weber St",0.575273166436344,0.575273166436344,0.5
"S_509_845",0.598599616149619,0.862340711635389,0,"American Univ v. WI Milwaukee",0.61236554498608,0.61236554498608,0.5
"S_509_846",0.352469121144843,0.800836361957644,14,"American Univ v. Wichita St",0,0.001,0
"S_509_849",0.455728245657251,0.910017417594586,13,"American Univ v. Wisconsin",0.134729987416709,0.134729987416709,0.134729987416709
"S_509_850",0.552673787475006,0.813133084983843,0,"American Univ v. Wofford",0.571360478976621,0.571360478976621,0.5
"S_509_853",0.52608741556888,0.919402009474502,3,"American Univ v. Xavier",0.44602761651633,0.44602761651633,0.35
"S_511_512",0.653358584150888,0.985047408410464,-9,"Arizona v. Arizona St",0.870853843309842,0.870853843309842,0.870853843309842
"S_511_521",0.664601957417903,0.900064988364675,-5,"Arizona v. Baylor",0.794595458581436,0.794595458581436,0.794595458581436
"S_511_536",0.656982156985979,1.07280078983264,-9,"Arizona v. BYU",0.865702078002715,0.865702078002715,0.865702078002715
"S_511_538",0.811841010328455,0.880303935085223,-15,"Arizona v. Cal Poly SLO",1,0.999,1
"S_511_549",0.566430618782667,0.984924169119841,-4,"Arizona v. Cincinnati",0.663938201870683,0.663938201870683,0.663938201870683
"S_511_553",0.729728838160586,0.898351270616231,-15,"Arizona v. Coastal Car",1,0.999,1
"S_511_556",0.704814268193818,0.987524627772401,-7,"Arizona v. Colorado",0.874061805416578,0.874061805416578,0.874061805416578
"S_511_559",0.60370033113097,0.9871432012674,-6,"Arizona v. Connecticut",0.74898601100423,0.74898601100423,0.74898601100423
"S_511_562",0.564990244959896,0.961725435763977,-2,"Arizona v. Creighton",0.616817701383498,0.616817701383498,0.5
"S_511_569",0.657883789090645,0.961234831270029,-10,"Arizona v. Dayton",0.901760305963642,0.999,0.901760305963642
"S_511_570",0.6872143556222,0.898041051627289,-12,"Arizona v. Delaware",0.985410250459471,0.999,0.985410250459471
"S_511_577",0.571787788437639,0.995218443561889,-2,"Arizona v. Duke",0.62026594408145,0.62026594408145,0.5
"S_511_580",0.667937323404226,0.888168823383124,-14,"Arizona v. E Kentucky",1,0.999,1
"S_511_592",0.529191208250389,0.876788656207128,0,"Arizona v. Florida",0.541512342629676,0.541512342629676,0.5
"S_511_599",0.64465781777801,0.962994148999289,-8,"Arizona v. G Washington",0.840358402878081,0.840358402878081,0.840358402878081
"S_511_607",0.569638977740418,0.9442393059051,-7,"Arizona v. Gonzaga",0.743215047149908,0.743215047149908,0.743215047149908
"S_511_612",0.548810617880271,1.021456378105,-11,"Arizona v. Harvard",0.810664980069771,0.810664980069771,0.810664980069771
"S_511_628",0.574015044968356,1.02226329132681,-10,"Arizona v. Iowa",0.811788715835674,0.811788715835674,0.811788715835674
"S_511_629",0.62046782976811,0.975815337396048,-2,"Arizona v. Iowa St",0.670886296028506,0.670886296028506,0.670886296028506
"S_511_636",0.612007731084865,0.939051433808006,-1,"Arizona v. Kansas",0.642102587704064,0.642102587704064,0.5
"S_511_637",0.68436243605588,0.978874422453508,-8,"Arizona v. Kansas St",0.878474993810529,0.878474993810529,0.878474993810529
"S_511_640",0.603104923983423,0.951420362234772,-7,"Arizona v. Kentucky",0.775962887759946,0.775962887759946,0.775962887759946
"S_511_651",0.428058241340818,1.00055010722868,-3,"Arizona v. Louisville",0.500003230617951,0.500003230617951,0.5
"S_511_658",0.636690682754749,0.888016437282443,-12,"Arizona v. Manhattan",0.935889039026505,0.999,0.935889039026505
"S_511_663",0.668213926271216,0.988299826438116,-5,"Arizona v. Massachusetts",0.789383943627404,0.789383943627404,0.789383943627404
"S_511_666",0.647261517527129,0.983139142915438,-7,"Arizona v. Memphis",0.816947603235585,0.816947603235585,0.816947603235585
"S_511_667",0.597883495551961,1.06038910739638,-13,"Arizona v. Mercer",0.903844584812324,0.999,0.903844584812324
"S_511_670",0.603935173023374,0.948132580718778,-1,"Arizona v. Michigan",0.633121914951496,0.633121914951496,0.5
"S_511_671",0.58077985916271,1.01540294104739,-3,"Arizona v. Michigan St",0.651239565057971,0.651239565057971,0.651239565057971
"S_511_686",0.784770765441926,0.976480024667451,-15,"Arizona v. Mt St Mary's",1,0.999,1
"S_511_689",0.633985892711234,0.945138906985143,-11,"Arizona v. N Dakota St",0.90347200201272,0.999,0.90347200201272
"S_511_694",0.530860704262484,0.912297304555867,-13,"Arizona v. NC Central",0.851630973806898,0.851630973806898,0.851630973806898
"S_511_695",0.732959255787211,0.942162533651958,-11,"Arizona v. NC State",1,0.999,1
"S_511_698",0.716523481763925,0.983913376681062,-10,"Arizona v. Nebraska",0.958132144095819,0.999,0.958132144095819
"S_511_701",0.617183788969002,1.00513804970927,-6,"Arizona v. New Mexico",0.760669983998075,0.760669983998075,0.760669983998075
"S_511_702",0.606504541288517,0.960536061529472,-12,"Arizona v. New Mexico St",0.89845093513557,0.89845093513557,0.89845093513557
"S_511_708",0.637081349524445,0.98611235023279,-5,"Arizona v. North Carolina",0.758470114501166,0.758470114501166,0.758470114501166
"S_511_720",0.575897473281549,0.963805867253692,-5,"Arizona v. Ohio St",0.69951688655618,0.69951688655618,0.69951688655618
"S_511_721",0.660387437655518,0.961191434603616,-4,"Arizona v. Oklahoma",0.760268294195157,0.760268294195157,0.760268294195157
"S_511_722",0.580612635653279,1.03450277821548,-8,"Arizona v. Oklahoma St",0.769162357831731,0.769162357831731,0.769162357831731
"S_511_725",0.636033456919523,1.06737683268393,-6,"Arizona v. Oregon",0.77329577365113,0.77329577365113,0.77329577365113
"S_511_731",0.581035807894685,1.00083652284504,-8,"Arizona v. Pittsburgh",0.772952155610181,0.772952155610181,0.772952155610181
"S_511_737",0.693349066697719,0.981495909432134,-10,"Arizona v. Providence",0.935199475754505,0.999,0.935199475754505
"S_511_754",0.563149293801797,0.916790418892757,-3,"Arizona v. San Diego St",0.643470251912522,0.643470251912522,0.5
"S_511_765",0.544279740193854,0.897138825189139,-11,"Arizona v. SF Austin",0.81856585767494,0.81856585767494,0.81856585767494
"S_511_779",0.680057910872998,0.937633462746557,-9,"Arizona v. St Joseph's PA",0.902294564598343,0.999,0.902294564598343
"S_511_780",0.608359392684379,0.87454647139024,-4,"Arizona v. St Louis",0.716904745545355,0.716904745545355,0.716904745545355
"S_511_783",0.673065688225809,1.02082278288497,-9,"Arizona v. Stanford",0.886983409937311,0.886983409937311,0.886983409937311
"S_511_786",0.596872632244679,0.961612709812094,-2,"Arizona v. Syracuse",0.64871136126347,0.64871136126347,0.5
"S_511_790",0.593823652858942,0.950210388029979,-10,"Arizona v. Tennessee",0.838802614055944,0.838802614055944,0.838802614055944
"S_511_793",0.687103034032833,0.969110260915872,-6,"Arizona v. Texas",0.834192007941246,0.834192007941246,0.834192007941246
"S_511_802",0.657996059157928,1.02108033981058,-12,"Arizona v. Tulsa",0.94388802517687,0.999,0.94388802517687
"S_511_804",0.721402498423797,0.928089589474188,-15,"Arizona v. TX Southern",1,0.999,1
"S_511_810",0.586634324930809,0.924408858790576,-3,"Arizona v. UCLA",0.666193439051752,0.666193439051752,0.666193439051752
"S_511_811",0.69959166781625,0.991621996029648,-13,"Arizona v. ULL",1,0.999,1
"S_511_825",0.586885213696228,0.934733133474452,-4,"Arizona v. VA Commonwealth",0.689411900348783,0.689411900348783,0.689411900348783
"S_511_829",0.565456892746489,1.00066306899102,-1,"Arizona v. Villanova",0.589390585847387,0.589390585847387,0.5
"S_511_830",0.553579139587865,0.938232815407893,0,"Arizona v. Virginia",0.559755858047076,0.559755858047076,0.5
"S_511_836",0.685679118535487,1.05446976138735,-13,"Arizona v. W Michigan",0.992232142396752,0.999,0.992232142396752
"S_511_842",0.690911578533161,0.870627865254983,-15,"Arizona v. Weber St",1,0.999,1
"S_511_845",0.765644015084361,0.90839379922508,-14,"Arizona v. WI Milwaukee",1,0.999,1
"S_511_846",0.503939972031783,0.846889449547335,0,"Arizona v. Wichita St",0.519251027077049,0.519251027077049,0.5
"S_511_849",0.603211030684766,0.956070505184277,-1,"Arizona v. Wisconsin",0.631603980166338,0.631603980166338,0.5
"S_511_850",0.71273506686942,0.859186172573534,-14,"Arizona v. Wofford",1,0.999,1
"S_511_853",0.682106180793774,0.965455097064194,-11,"Arizona v. Xavier",0.949560671087355,0.999,0.949560671087355
"S_512_521",0.509748376109146,0.95583471421872,4,"Arizona St v. Baylor",0.409331847531018,0.409331847531018,0.35
"S_512_536",0.503141757372672,1.12857051568669,0,"Arizona St v. BYU",0.490284705804003,0.490284705804003,0.35
"S_512_538",0.637409499834124,0.936073660939267,-6,"Arizona St v. Cal Poly SLO",0.787802133740197,0.787802133740197,0.787802133740197
"S_512_549",0.418486994055507,1.04069389497389,5,"Arizona St v. Cincinnati",0.302556383552895,0.302556383552895,0.302556383552895
"S_512_553",0.566215533537579,0.954120996470276,-6,"Arizona St v. Coastal Car",0.714803433890551,0.714803433890551,0.714803433890551
"S_512_556",0.544613778186609,1.04329435362645,2,"Arizona St v. Colorado",0.500943213549254,0.500943213549254,0.5
"S_512_559",0.45500748561973,1.04291292712144,3,"Arizona St v. Connecticut",0.387298778331875,0.387298778331875,0.35
"S_512_562",0.417024273593868,1.01749516161802,7,"Arizona St v. Creighton",0.25077378975567,0.25077378975567,0.25077378975567
"S_512_569",0.503923502197791,1.01700455712407,-1,"Arizona St v. Dayton",0.526223046485383,0.526223046485383,0.5
"S_512_570",0.529354072477153,0.953810777481334,-3,"Arizona St v. Delaware",0.60597299472902,0.60597299472902,0.5
"S_512_577",0.423892773743806,1.05098816941593,7,"Arizona St v. Duke",0.260991590685399,0.260991590685399,0.260991590685399
"S_512_580",0.512640248621439,0.943938549237169,-5,"Arizona St v. E Kentucky",0.638246393697722,0.638246393697722,0.5
"S_512_592",0.379354414510028,0.932558382061173,9,"Arizona St v. Florida",0.156610252716146,0.156610252716146,0.156610252716146
"S_512_599",0.492398805793536,1.01876387485333,1,"Arizona St v. G Washington",0.470275193278869,0.470275193278869,0.35
"S_512_607",0.421730968903802,1.00000903175915,2,"Arizona St v. Gonzaga",0.373731872079716,0.373731872079716,0.35
"S_512_612",0.400317593578603,1.07722610395904,-2,"Arizona St v. Harvard",0.456040203974508,0.456040203974508,0.35
"S_512_628",0.426124368970203,1.07803301718086,-1,"Arizona St v. Iowa",0.457927670688289,0.457927670688289,0.35
"S_512_629",0.470645516534299,1.03158506325009,7,"Arizona St v. Iowa St",0.305804022859308,0.305804022859308,0.305804022859308
"S_512_636",0.462814239586552,0.994821159662051,8,"Arizona St v. Kansas",0.270296355552757,0.270296355552757,0.270296355552757
"S_512_637",0.526881363984313,1.03464414830755,1,"Arizona St v. Kansas St",0.499416949153557,0.499416949153557,0.35
"S_512_640",0.454443444975303,1.00719008808882,2,"Arizona St v. Kentucky",0.407162453784184,0.407162453784184,0.35
"S_512_651",0.263666770940633,1.05631983308272,6,"Arizona St v. Louisville",0.125298754248906,0.125298754248906,0.125298754248906
"S_512_658",0.485336466948295,0.943786163136487,-3,"Arizona St v. Manhattan",0.562957850634647,0.562957850634647,0.5
"S_512_663",0.512880072446215,1.04406955229216,4,"Arizona St v. Massachusetts",0.421287027675431,0.421287027675431,0.35
"S_512_666",0.494685547688463,1.03890886876948,2,"Arizona St v. Memphis",0.450576434565411,0.450576434565411,0.35
"S_512_667",0.449470878445953,1.11615883325042,-4,"Arizona St v. Mercer",0.533854995120911,0.533854995120911,0.5
"S_512_670",0.455229788546226,1.00390230657282,8,"Arizona St v. Michigan",0.263620019203509,0.263620019203509,0.263620019203509
"S_512_671",0.432845968239633,1.07117266690144,6,"Arizona St v. Michigan St",0.295963234929777,0.295963234929777,0.295963234929777
"S_512_686",0.613938703103151,1.0322497505215,-6,"Arizona St v. Mt St Mary's",0.754713728051001,0.754713728051001,0.754713728051001
"S_512_689",0.482916285322266,1.00090863283919,-2,"Arizona St v. N Dakota St",0.530825422038347,0.530825422038347,0.5
"S_512_694",0.381169318626765,0.968067030409912,-4,"Arizona St v. NC Central",0.473976021667756,0.473976021667756,0.35
"S_512_695",0.569016412354468,0.997932259506003,-2,"Arizona St v. NC State",0.617223186403868,0.617223186403868,0.5
"S_512_698",0.554766053230132,1.03968310253511,-1,"Arizona St v. Nebraska",0.574797742976621,0.574797742976621,0.5
"S_512_701",0.467619656193481,1.06090777556332,3,"Arizona St v. New Mexico",0.401710433749812,0.401710433749812,0.35
"S_512_702",0.457655806086607,1.01630578738352,-3,"Arizona St v. New Mexico St",0.528025227348255,0.528025227348255,0.5
